ClaimNbr,CarBrandCode,CarModel
CLM011A3-6309-000721,ISUZU,FRR32JB
CLM0112M-6305-001600,YAMAHA,GRAND FILANO
CLM011A1-6302-005384,ISUZU,DMAX 1.9
CLM011A3-6309-000735,ISUZU,DMAX
CLM0112M-6305-001614,YAMAHA,YZF R3
CLM011A1-6302-005398,ISUZU,DMAX HI-LANDER
CLM011A3-6309-000749,TOYOTA,CORONA
CLM011A3-6309-000753,CHEVROLET,COLORADO S-CAB
CLM011A1-6302-005409,PANTHERA,CLASSIC1
CLM0112M-6305-001628,HONDA,CLICK150i
CLM011A1-6302-005413,TOYOTA,REVO
CLM0112M-6305-001632,KAWASAKI,KLX125
CLM011A3-6309-000767,MITSUBISHI,TRITON DOUBLE CAB
CLM011A3-6309-000771,PEUGEOT,406
CLM011A1-6302-005427,ISUZU,DMAX
CLM0112M-6305-001646,HONDA,WAVE110i
CLM011A1-6302-005431,HONDA,CITY
CLM0112M-6305-001650,HONDA,CLICK
CLM011A3-6309-000785,TOYOTA,HIACE
CLM0112M-6305-001664,YAMAHA,SPARK115i
CLM011A1-6302-005445,TOYOTA,HIACE
CLM011A3-6309-000799,NISSAN,BIG M PREMCAB
CLM011A3-6309-000800,MITSUBISHI,LANCER
CLM011A1-6302-005459,TOYOTA,ALTIS
CLM0112M-6305-001678,YAMAHA,NMAX
CLM011A1-6302-005463,ISUZU,DMAX
CLM0112M-6305-001682,HONDA,WAVE110i
CLM011A3-6309-000814,TOYOTA,VIGO
CLM011A1-6302-005477,ISUZU,DMAX
CLM0112M-6305-001696,HONDA,WAVE125 i
CLM011A3-6309-000828,TOYOTA,VIOS
CLM011A3-6309-000832,TOYOTA,MIGHTY X2.5
CLM011A1-6302-005481,MAZDA,3
CLM0112M-6305-001707,KAWASAKI,VERSYS
CLM0112M-6305-001711,HONDA,WAVE125 i
CLM011A1-6302-005495,MAZDA,2
CLM011A3-6309-000846,TOYOTA,TIGER
CLM011A3-6309-000850,HONDA,CIVIC
CLM011A1-6302-005506,FORD,RANGER
CLM0112M-6305-001725,HONDA,DREAM110i
CLM011A1-6302-005510,NISSAN,SYLPHY
CLM011A3-6309-000864,MERCEDES-BENZ,C220 ELEGANCE
CLM0112M-6305-001739,YAMAHA,<= 125CC
CLM011A1-6302-005524,TOYOTA,FORTUNER
CLM0112M-6305-001743,HONDA,DREAM110i
CLM011A3-6309-000878,HINO,FG8JPLA
CLM011A3-6309-000882,MITSUBISHI,PICK UP
CLM011A1-6302-005538,ISUZU,DMAX
CLM0112M-6305-001757,YAMAHA,NMAX
CLM011A1-6302-005542,ISUZU,DMAX
CLM0112M-6305-001761,KAWASAKI,Z800
CLM011A3-6309-000896,MERCEDES-BENZ,-
CLM011A1-6302-005556,ISUZU,DMAX HI-LANDER
CLM0112M-6305-001775,HONDA,CLICK125 I
CLM011A3-6309-000907,TOYOTA,SOLUNA
CLM011A1-6302-005560,ISUZU,DMAX
CLM011A3-6309-000911,FORD,RANGER
CLM0112M-6305-001789,YAMAHA,<= 200CC
CLM0112M-6305-001793,HONDA,ZOOMER X
CLM011A3-6309-000925,TOYOTA,ALTIS
CLM0112M-6305-001804,YAMAHA,AEROX155
CLM011A1-6302-005588,ISUZU,DMAX
CLM011A3-6309-000939,TOYOTA,REVO
CLM011A1-6302-005592,TOYOTA,FORTUNER
CLM011A3-6309-000943,ISUZU,FVM32
CLM0112M-6305-001818,HONDA,PCX
CLM011A1-6302-005603,TOYOTA,ALTIS
CLM0112M-6305-001822,HONDA,CLICK125 I
CLM011A3-6309-000957,HINO,-
CLM011A3-6309-000961,HONDA,ACCORD
CLM011A1-6302-005617,ISUZU,DMAX
CLM0112M-6305-001836,HONDA,CLICK125 I
CLM011A1-6302-005621,MITSUBISHI,ATTRAGE
CLM0112M-6305-001840,YAMAHA,MIO 125I
CLM011A3-6309-000975,TOYOTA,VITZ
CLM011A1-6302-005635,ISUZU,DMAX
CLM0112M-6305-001854,HONDA,CLICK125 I
CLM011A3-6309-000989,ISUZU,DMAX
CLM011A3-6309-000993,TOYOTA,COROLLA
CLM011A1-6302-005649,ISUZU,CAB4 2.5
CLM0112M-6305-001868,HONDA,CLICK
CLM0112M-6305-001872,HONDA,WAVE110i
CLM011A3-6309-001006,ISUZU,NPR 59L
CLM011A3-6309-001010,HONDA,CR-V
CLM011A1-6302-005667,ISUZU,DMAX
CLM0112M-6305-001886,HONDA,PCX
CLM011A1-6302-005671,TOYOTA,VIOS
CLM0112M-6305-001901,HONDA,WAVE125 i
CLM011A1-6302-005685,TOYOTA,FORTUNER
CLM011A3-6309-001038,ISUZU,TFR
CLM011A3-6309-001042,TOYOTA,ALTIS
CLM0112M-6305-001915,KAWASAKI,Z300
CLM011A1-6302-005699,ISUZU,DMAX
CLM011A1-6302-005700,NISSAN,NAVARA
CLM011A3-6309-001056,TOYOTA,VIGO
CLM011A3-6309-001060,NISSAN,SUNNY
CLM0112M-6305-001929,YAMAHA,XMAX
CLM011A1-6302-005714,ISUZU,DMAX
CLM0112M-6305-001933,HONDA,CLICK I
CLM011A3-6309-001074,NISSAN,NAVARA
CLM011A1-6302-005728,HONDA,JAZZ
CLM011A1-6302-005732,TOYOTA,VIGO DOUBLE CAB
CLM0112M-6305-001951,YAMAHA,XMAX
CLM011A3-6309-001088,TOYOTA,VIGO
CLM011A3-6309-001092,LEXUS,RX350
CLM011A1-6302-005746,HONDA,CIVIC
CLM0112M-6305-001965,HONDA,WAVE110i
CLM011A1-6302-005750,MITSUBISHI,MIRAGE
CLM011A3-6309-001103,PERODUA,PERODUA
CLM0112M-6305-001979,HONDA,PCX
CLM011A1-6302-005764,ISUZU,DMAX HI-LANDER
CLM0112M-6305-001983,YAMAHA,QBIX
CLM011A3-6309-001117,TOYOTA,COMMUTER
CLM011A3-6309-001121,ISUZU,DMAX
CLM011A1-6302-005778,ISUZU,DMAX
CLM0112M-6305-001997,YAMAHA,TTX
CLM0112M-6305-002000,YAMAHA,R3
CLM011A1-6302-005782,ISUZU,DMAX
CLM011A3-6309-001135,ISUZU,TFR
CLM0112M-6305-002014,DUCATI,MONSTER 821
CLM011A1-6302-005796,ISUZU,DMAX
CLM011A3-6309-001149,TOYOTA,CAMRY
CLM011A3-6309-001153,TOYOTA,VIGO
CLM011A1-6302-005807,TOYOTA,FORTUNER
CLM0112M-6305-002028,YAMAHA,M SLAZ
CLM011A1-6302-005811,ISUZU,DMAX 1.9
CLM0112M-6305-002032,YAMAHA,YZF-R15
CLM011A3-6309-001167,HONDA,JAZZ
CLM011A3-6309-001171,ISUZU,DMAX
CLM011A1-6302-005825,HONDA,JAZZ
CLM0112M-6305-002046,SUZUKI,NEX
CLM0112M-6305-002050,HONDA,SPACY I
CLM011A3-6309-001185,TOYOTA,COROLLA
CLM011A1-6302-005839,NISSAN,MARCH
CLM011A1-6302-005843,RANGE ROVER,EVOQUE
CLM0112M-6305-002064,HONDA,PCX150
CLM011A3-6309-001199,NISSAN,BIG M KINGCAB NEW
CLM011A3-6309-001200,TOYOTA,COROLLA
CLM0112M-6305-002078,HONDA,WAVE125
CLM0112M-6305-002082,HONDA,CBR500R
CLM011A3-6309-001214,ISUZU,TRUCK
CLM011A1-6302-005875,TOYOTA,VIGO DOUBLE CAB
CLM0112M-6305-002096,SUZUKI,RAIDER150
CLM011A3-6309-001228,TOYOTA,VIGO
CLM011A3-6309-001232,CHEVROLET,AVEO
CLM0112M-6305-002107,YAMAHA,QBIX
CLM011A1-6302-005889,ISUZU,DMAX
CLM0112M-6305-002111,HONDA,WAVE125 i
CLM011A3-6309-001246,HONDA,CITY
CLM011A3-6309-001250,TOYOTA,MIGHTY X2.5
CLM011A1-6302-005904,ISUZU,MU-X
CLM0112M-6305-002125,HONDA,SCOOPY-I
CLM011A3-6309-001264,ISUZU,NKR 55E
CLM011A1-6302-005918,HONDA,HR-V
CLM0112M-6305-002139,HONDA,WAVE125 i
CLM011A1-6302-005922,ISUZU,DMAX
CLM0112M-6305-002143,HONDA,WAVE110i
CLM011A3-6309-001278,TOYOTA,ALTIS
CLM011A3-6309-001282,ISUZU,FVZ12
CLM011A1-6302-005936,ISUZU,DMAX
CLM0112M-6305-002157,YAMAHA,EXCITER 150
CLM011A1-6302-005940,CHEVROLET,CAPTIVA
CLM0112M-6305-002161,HONDA,PHANTOM
CLM011A3-6309-001296,HONDA,ACCORD
CLM011A1-6302-005954,ISUZU,DMAX
CLM0112M-6305-002175,HONDA,CBR150R
CLM011A3-6309-001307,VOLVO,850 GLE
CLM011A3-6309-001311,ISUZU,FXZ77
CLM011A1-6302-005968,ISUZU,DMAX
CLM0112M-6305-002189,GPX,-
CLM011A1-6302-005972,HONDA,CITY
CLM011A3-6309-001325,NISSAN,TEANA
CLM0112M-6305-002193,HONDA,WAVE110i
CLM0112M-6305-002204,KAWASAKI,Z400 ABS SE
CLM011A1-6302-005986,HONDA,CITY
CLM011A3-6309-001339,TOYOTA,HIACE
CLM011A1-6302-005990,ISUZU,DMAX
CLM011A3-6309-001343,ISUZU,DMAX
CLM0112M-6305-002218,KAWASAKI,KAZE125
CLM011A1-6302-006003,ISUZU,CAB4 2.5
CLM0112M-6305-002222,HONDA,WAVE125
CLM011A3-6309-001357,TOYOTA,VIGO Extra Cab
CLM011A3-6309-001361,TOYOTA,SPORT RIDER 3.0 SR5 LTD
CLM011A1-6302-006017,TOYOTA,VIOS
CLM0112M-6305-002236,YAMAHA,NMAX
CLM011A1-6302-006021,ISUZU,DMAX
CLM0112M-6305-002240,GPX,LEGEND200
CLM011A3-6309-001375,MITSUBISHI,PAJERO
CLM011A1-6302-006035,MAZDA,3
CLM0112M-6305-002254,HONDA,FORZA
CLM011A3-6309-001389,TOYOTA,COROLLA
CLM011A3-6309-001393,ISUZU,DMAX
CLM011A1-6302-006049,MITSUBISHI,#N/A
CLM0112M-6305-002268,YAMAHA,FINO
CLM0112M-6305-002272,YAMAHA,XMAX
CLM011A3-6309-001404,TOYOTA,VIOS
CLM011A1-6302-006067,ISUZU,DMAX
CLM0112M-6305-002286,HONDA,SCOOPY-I
CLM011A1-6302-006071,MAZDA,CX-5
CLM0112M-6305-002290,HONDA,WAVE110i
CLM011A3-6309-001422,NISSAN,CEFIRO
CLM0112M-6305-002301,HONDA,CBR150R
CLM011A1-6302-006085,MITSUBISHI,MIRAGE
CLM011A3-6309-001436,VOLKSWAGEN,VENTO
CLM011A3-6309-001440,HINO,-
CLM0112M-6305-002315,HONDA,PCX150
CLM011A1-6302-006099,ISUZU,DMAX
CLM011A1-6302-006100,ISUZU,DMAX
CLM011A3-6309-001454,ISUZU,FVM12MY
CLM0112M-6305-002329,YAMAHA,NMAX
CLM011A1-6302-006114,ISUZU,DMAX
CLM0112M-6305-002333,YAMAHA,LEXI
CLM011A3-6309-001468,CHEVROLET,CRUZE
CLM011A3-6309-001472,ISUZU,NKR81E
CLM011A1-6302-006128,TOYOTA,REVO
CLM0112M-6305-002347,YAMAHA,<= 200CC
CLM011A1-6302-006132,TOYOTA,VIGO DOUBLE CAB
CLM011A3-6309-001486,TOYOTA,SPORT RIDER 2.5
CLM011A3-6309-001490,FORD,FESTIVA XI
CLM011A1-6302-006146,HONDA,CIVIC
CLM0112M-6305-002365,HONDA,DREAM110i
CLM011A1-6302-006150,ISUZU,DMAX
CLM011A3-6309-001501,TOYOTA,MIGHTY X2.5
CLM0112M-6305-002379,YAMAHA,AEROX155
CLM011A1-6302-006164,ISUZU,DMAX
CLM0112M-6305-002383,HONDA,PCX
CLM011A3-6309-001515,TOYOTA,VIGO Smart Cab
CLM0112M-6305-002397,HONDA,PCX150
CLM011A1-6302-006178,TOYOTA,VIGO
CLM011A3-6309-001529,TOYOTA,RAV4 ABS 2.0
CLM011A1-6302-006182,FOMM,Concept One
CLM011A3-6309-001533,TOYOTA,CORONA
CLM0112M-6305-002408,YAMAHA,NMAX
CLM0112M-6305-002412,HONDA,CLICK125 I
CLM011A1-6302-006196,ISUZU,DMAX
CLM011A3-6309-001547,ISUZU,FVZ32
CLM011A3-6309-001551,TOYOTA,SOLUNA
CLM011A1-6302-006207,MAZDA,3
CLM0112M-6305-002426,HONDA,FORZA
CLM011A1-6302-006211,ISUZU,DMAX
CLM011A3-6309-001565,TOYOTA,REVO
CLM011A1-6302-006225,ISUZU,DMAX HI-LANDER
CLM0112M-6305-002444,HONDA,ZOOMER X
CLM011A3-6309-001579,TOYOTA,COROLLA
CLM011A3-6309-001583,ISUZU,PICKUP
CLM0112M-6305-002458,HONDA,CLICK I
CLM011A1-6302-006243,ISUZU,DMAX HI-LANDER
CLM0112M-6305-002462,HONDA,CB300F
CLM011A3-6309-001597,ISUZU,DMAX
CLM011A1-6302-006257,TOYOTA,PRERUNNER
CLM0112M-6305-002476,HONDA,PCX150E
CLM011A3-6309-001608,MAZDA,FAMILIA
CLM011A1-6302-006261,ISUZU,SPACECAB SL
CLM011A3-6309-001612,NISSAN,MARCH
CLM0112M-6305-002480,HONDA,PCX
CLM0112M-6305-002494,HONDA,PCX
CLM011A3-6309-001626,MITSUBISHI,PICK UP
CLM011A3-6309-001630,TOYOTA,CAMRY ABS 2.2
CLM0112M-6305-002505,HONDA,STEED
CLM011A1-6302-006289,ISUZU,DMAX
CLM011A1-6302-006293,ISUZU,DMAX
CLM011A3-6309-001644,TOYOTA,VIGO DOUBLE CAB
CLM0112M-6305-002519,HONDA,WAVE110i
CLM0112M-6305-002523,HONDA,WAVE125 i
CLM011A3-6309-001658,MERCEDES-BENZ,-
CLM011A3-6309-001662,TOYOTA,VIGO
CLM011A1-6302-006318,TOYOTA,VIGO
CLM0112M-6305-002537,HONDA,WAVE110i
CLM0112M-6305-002541,HONDA,SCOOPY-IVivid Me
CLM011A1-6302-006322,ISUZU,DMAX
CLM011A3-6309-001676,TOYOTA,ALTIS
CLM011A3-6309-001680,TOYOTA,VIGO
CLM011A1-6302-006336,ISUZU,DMAX
CLM0112M-6305-002555,YAMAHA,R15
CLM011A1-6302-006340,ISUZU,DMAX
CLM011A3-6309-001694,TOYOTA,HILUX Diesel
CLM0112M-6305-002569,HONDA,WAVE125 i
CLM011A1-6302-006354,ISUZU,DMAX HI-LANDER
CLM0112M-6305-002573,HONDA,PCX150
CLM011A3-6309-001705,TOYOTA,SOLUNA 1.5 XLI
CLM011A1-6302-006368,MAZDA,2
CLM0112M-6305-002587,KAWASAKI,NINJA300
CLM011A3-6309-001719,TOYOTA,BU10
CLM011A1-6302-006372,ISUZU,DMAX
CLM0112M-6305-002591,KAWASAKI,Z300
CLM011A3-6309-001723,HONDA,CITY
CLM0112M-6305-002602,HONDA,PCX
CLM011A1-6302-006386,SUZUKI,SWIFT
CLM011A3-6309-001737,HONDA,CITY
CLM011A1-6302-006390,TOYOTA,COMMUTER
CLM011A3-6309-001741,TOYOTA,COROLLA
CLM0112M-6305-002616,YAMAHA,SPARKX
CLM011A1-6302-006401,ISUZU,MU-X
CLM0112M-6305-002620,HONDA,WAVE125 i
CLM011A3-6309-001755,MITSUBISHI,LANCER
CLM011A1-6302-006415,TOYOTA,VIOS
CLM0112M-6305-002634,HONDA,PCX150E
CLM011A3-6309-001769,TOYOTA,COROLLA
CLM011A1-6302-006429,CHEVROLET,CAPTIVA
CLM0112M-6305-002648,HONDA,PCX
CLM011A1-6302-006433,TOYOTA,CAMRY 2.4
CLM0112M-6305-002652,YAMAHA,YZF-R15
CLM011A3-6309-001787,TOYOTA,SOLUNA 1.5 XLI
CLM011A3-6309-001791,TOYOTA,COROLLA HITORQ 1.6 GXI AT
CLM0112M-6305-002666,VESPA,150
CLM011A1-6302-006447,ISUZU,DMAX
CLM011A1-6302-006451,TOYOTA,ALTIS
CLM0112M-6305-002670,HONDA,PCX
CLM011A3-6309-001802,MITSUBISHI,CEDIA
CLM011A1-6302-006465,ISUZU,DMAX
CLM0112M-6305-002684,HONDA,PCX
CLM011A3-6309-001816,MITSUBISHI,MIRAGE
CLM011A3-6309-001820,CHEVROLET,COLORADO X-CAB
CLM011A1-6302-006479,ISUZU,DMAX
CLM0112M-6305-002698,VESPA,SPRINT
CLM011A1-6302-006483,MITSUBISHI,TRITON DOUBLE CAB
CLM011A3-6309-001834,ISUZU,TRUCK
CLM0112M-6305-002709,HONDA,PCX150E
CLM0112M-6305-002713,HONDA,PCX150
CLM011A1-6302-006497,TOYOTA,ALTIS
CLM011A3-6309-001848,NISSAN,SUNNY NEO
CLM011A3-6309-001852,TOYOTA,REVO DOUBLE CAB
CLM0112M-6305-002727,YAMAHA,FINO
CLM011A1-6302-006508,ISUZU,DMAX
CLM011A1-6302-006512,CHEVROLET,COLORADO C-CAB
CLM0112M-6305-002731,HONDA,WAVE125 i
CLM011A3-6309-001866,TOYOTA,VIGO
CLM011A3-6309-001870,ISUZU,GXZ 23K
CLM011A1-6302-006526,CHEVROLET,COLORADO C-CAB
CLM0112M-6305-002745,HONDA,PCX
CLM011A1-6302-006530,MITSUBISHI,TRITON SINGLECAB
CLM011A3-6309-001884,NISSAN,NAVARA
CLM0112M-6305-002759,HONDA,PCX150E
CLM011A1-6302-006544,TOYOTA,REVO
CLM0112M-6305-002763,HONDA,WAVE125 i
CLM011A3-6309-001898,TOYOTA,COMMUTER
CLM011A1-6302-006558,NISSAN,MARCH
CLM0112M-6305-002777,YAMAHA,MT-15
CLM011A3-6309-001909,TOYOTA,HIACE
CLM011A1-6302-006562,ISUZU,DMAX
CLM0112M-6305-002781,YAMAHA,50P100
CLM011A3-6309-001913,HONDA,CIVIC
CLM011A1-6302-006576,NISSAN,FRONTIER
CLM0112M-6305-002795,HONDA,WAVE110i
CLM011A3-6309-001927,HONDA,CITY
CLM011A1-6302-006580,NISSAN,ALMERA
CLM011A3-6309-001931,KIA,K2900
CLM0112M-6305-002806,HONDA,WAVE110i
CLM0112M-6305-002810,HONDA,WAVE110i
CLM011A1-6302-006594,TOYOTA,VIGO
CLM011A3-6309-001945,NISSAN,0124 (BUS)
CLM011A1-6302-006605,ISUZU,DMAX
CLM0112M-6305-002824,HONDA,NSS300 AD
CLM011A3-6309-001959,HINO,-
CLM011A3-6309-001963,NISSAN,CEFIRO
CLM011A1-6302-006619,HONDA,CITY
CLM0112M-6305-002838,HONDA,PCX
CLM0112M-6305-002842,YAMAHA,GRAND FILANO
CLM011A1-6302-006623,ISUZU,SPACECAB SX 2.5
CLM011A3-6309-001977,TOYOTA,ALTIS
CLM011A3-6309-001981,TOYOTA,VIGO
CLM011A1-6302-006637,ISUZU,DMAX
CLM0112M-6305-002856,YAMAHA,JUPITER
CLM0112M-6305-002860,HONDA,PCX150
CLM011A1-6302-006641,ISUZU,DMAX
CLM011A3-6309-001995,ISUZU,SPACECAB SL
CLM0112M-6305-002874,HONDA,<= 150CC
CLM011A1-6302-006655,NISSAN,NAVARA
CLM011A3-6309-002008,ISUZU,NLR85
CLM011A3-6309-002012,TOYOTA,VIGO
CLM011A1-6302-006669,HONDA,JAZZ
CLM0112M-6305-002888,YAMAHA,R15
CLM011A1-6302-006673,ISUZU,DMAX
CLM0112M-6305-002892,HONDA,WAVE125 i
CLM011A3-6309-002026,ISUZU,DRAGON EYE
CLM011A3-6309-002030,ISUZU,DMAX
CLM0112M-6305-002903,KAWASAKI,Z900
CLM011A1-6302-006687,ISUZU,DMAX
CLM011A1-6302-006691,TOYOTA,CAMRY
CLM011A3-6309-002044,TOYOTA,COROLLA
CLM0112M-6305-002917,HONDA,NOVA SONIC RS SUPER
CLM011A1-6302-006702,ISUZU,MU-X
CLM0112M-6305-002921,HONDA,DREAM110i
CLM011A3-6309-002058,MITSUBISHI,LANCER GLX 1.5
CLM011A3-6309-002062,MERCEDES-BENZ,220 E/AT
CLM011A1-6302-006716,HONDA,CIVIC
CLM0112M-6305-002935,HONDA,PCX
CLM011A1-6302-006720,HONDA,CIVIC 1.8 S
CLM011A3-6309-002076,NISSAN,SUNNY
CLM011A3-6309-002080,ISUZU,DMAX
CLM0112M-6305-002949,HONDA,WAVE110i
CLM011A1-6302-006734,ISUZU,DMAX
CLM0112M-6305-002953,HONDA,ADV
CLM011A3-6309-002094,ISUZU,DMAX
CLM011A1-6302-006748,NISSAN,NAVARA
CLM0112M-6305-002967,YAMAHA,<= 150CC
CLM011A1-6302-006752,ISUZU,DMAX
CLM0112M-6305-002971,HONDA,PCX
CLM011A3-6309-002105,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6302-006766,ISUZU,DMAX HI-LANDER
CLM0112M-6305-002985,HONDA,MOOVE
CLM011A1-6302-006770,ISUZU,DMAX
CLM011A3-6309-002123,TOYOTA,WISH
CLM0112M-6305-002999,HONDA,WAVE110i
CLM011A1-6302-006784,ISUZU,DMAX
CLM011A3-6309-002137,TOYOTA,AVANZA
CLM011A3-6309-002141,B.M.W.,525i
CLM011A1-6302-006798,ISUZU,DMAX
CLM011A3-6309-002155,TOYOTA,MIGHTY X Standard 2.5
CLM011A1-6302-006809,ISUZU,DMAX
CLM011A1-6302-006813,HONDA,CITY DI
CLM011A3-6309-002169,MITSUBISHI,STRADA MEGA CAB
CLM011A3-6309-002173,HINO,-
CLM011A1-6302-006827,ISUZU,DMAX
CLM011A1-6302-006831,ISUZU,DMAX
CLM011A3-6309-002187,TOYOTA,CORONA EXSIOR 2.0 GXI AT
CLM011A3-6309-002191,TOYOTA,COROLLA
CLM011A1-6302-006845,ISUZU,DMAX
CLM011A3-6309-002202,TOYOTA,CORONA
CLM011A1-6302-006859,FORD,RANGER
CLM011A1-6302-006863,TOYOTA,VIOS
CLM011A3-6309-002216,FORD,RANGER
CLM011A3-6309-002220,HONDA,ACCORD LX
CLM011A1-6302-006877,HONDA,CIVIC
CLM011A1-6302-006881,ISUZU,MU-7
CLM011A3-6309-002234,MITSUBISHI,MIRAGE
CLM011A1-6302-006895,ISUZU,DMAX
CLM011A3-6309-002248,HONDA,ACCORD EXI 2.3/AT.
CLM011A1-6302-006906,ISUZU,DMAX
CLM011A1-6302-006910,TOYOTA,CAMRY
CLM011A3-6309-002266,TOYOTA,HIACE
CLM011A3-6309-002270,SUZUKI,CARRY
CLM011A1-6302-006924,MITSUBISHI,TRITON DOUBLE CAB
CLM011A3-6309-002284,TOYOTA,PICKUP
CLM011A1-6302-006938,MITSUBISHI,TRITON MEGA CAB
CLM011A1-6302-006942,ISUZU,DMAX
CLM011A3-6309-002298,TOYOTA,ALTIS
CLM011A1-6302-006956,TOYOTA,CAMRY 2.0
CLM011A3-6309-002309,CHEVROLET,COLORADO X-CAB
CLM011A1-6302-006960,ISUZU,DMAX
CLM011A3-6309-002313,ISUZU,PICKUP
CLM011A1-6302-006974,MERCEDES-BENZ,E250 CDI
CLM011A3-6309-002327,CHEVROLET,CAPTIVA
CLM011A3-6309-002331,NISSAN,NV
CLM011A1-6302-006988,LAND ROVER,FREELANDER
CLM011A1-6302-006992,ISUZU,DMAX
CLM011A1-6302-007005,HONDA,CITY
CLM011A3-6309-002359,MERCEDES-BENZ,-
CLM011A3-6309-002363,HONDA,CITY
CLM011A1-6302-007019,NISSAN,MARCH
CLM011A1-6302-007023,MITSUBISHI,MIRAGE
CLM011A3-6309-002377,ISUZU,NMR 85
CLM011A3-6309-002381,ISUZU,DMAX
CLM011A1-6302-007037,MAZDA,BT-50 2200
CLM011A1-6302-007041,TOYOTA,VIOS
CLM011A3-6309-002395,TOYOTA,COROLLA
CLM011A1-6302-007055,MAZDA,BT-50 CAB4 3000
CLM011A3-6309-002406,HONDA,CITY
CLM011A3-6309-002410,TOYOTA,VIGO
CLM011A1-6302-007069,ISUZU,DMAX
CLM011A1-6302-007073,TOYOTA,VIGO
CLM011A3-6309-002424,TOYOTA,VIOS
CLM011A1-6302-007087,TOYOTA,FORTUNER
CLM011A3-6309-002438,TOYOTA,HILUX HERO
CLM011A1-6302-007091,MAZDA,SUPERSALOON LUXURY AT
CLM011A3-6309-002442,NISSAN,SUNNY 1.6
CLM011A1-6302-007102,TOYOTA,VIGO DOUBLE CAB
CLM011A3-6309-002456,HINO,-
CLM011A3-6309-002460,TOYOTA,SOLUNA
CLM011A1-6302-007116,ISUZU,CAB4 2.5
CLM011A1-6302-007120,TOYOTA,COMMUTER
CLM011A3-6309-002474,TOYOTA,HILUX Tiger2.4ExtraCab GL
CLM011A1-6302-007134,TOYOTA,COROLLA
CLM011A3-6309-002488,TOYOTA,VIGO
CLM011A3-6309-002492,TOYOTA,HILUX HERO
CLM011A1-6302-007148,TOYOTA,REVO DOUBLE CAB
CLM011A1-6302-007152,NISSAN,X-TRAIL
CLM011A3-6309-002503,NISSAN,MARCH
CLM011A1-6302-007166,ISUZU,DMAX
CLM011A3-6309-002517,NISSAN,BIG M
CLM011A1-6302-007170,ISUZU,DMAX
CLM011A3-6309-002521,ISUZU,DMAX
CLM011A1-6302-007184,MAZDA,3
CLM011A3-6309-002535,TOYOTA,AVANZA
CLM011A1-6302-007198,ISUZU,DMAX
CLM011A3-6309-002549,TOYOTA,VIOS
CLM011A3-6309-002553,TOYOTA,VIOS
CLM011A1-6302-007209,NISSAN,MARCH
CLM011A1-6302-007213,TOYOTA,ALTIS
CLM011A3-6309-002567,ISUZU,DMAX
CLM011A3-6309-002571,TOYOTA,ALTIS
CLM011A1-6302-007227,ISUZU,DMAX
CLM011A1-6302-007231,ISUZU,DMAX HI-LANDER
CLM011A3-6309-002585,ISUZU,NLR85
CLM011A1-6302-007245,HONDA,HR-V
CLM011A3-6309-002599,ISUZU,FVM12MY
CLM011A3-6309-002600,TOYOTA,SOLUNA
CLM011A1-6302-007259,ISUZU,DMAX
CLM011A1-6302-007263,TOYOTA,VIOS
CLM011A3-6309-002614,HONDA,ACCORD
CLM011A3-6309-002628,TOYOTA,HILUX HERO
CLM011A1-6302-007281,MAZDA,BT-50
CLM011A3-6309-002632,MITSUBISHI,TRITON SINGLECAB
CLM011A1-6302-007295,TOYOTA,VIGO Smart Cab
CLM011A3-6309-002646,HINO,FG8JPLA
CLM011A3-6309-002650,NISSAN,ALMERA
CLM011A1-6302-007306,TOYOTA,CAMRY
CLM011A1-6302-007310,HONDA,JAZZ
CLM011A3-6309-002664,TOYOTA,COROLLA
CLM011A1-6302-007324,ISUZU,DMAX
CLM011A3-6309-002678,TOYOTA,CAMRY
CLM011A3-6309-002682,TOYOTA,COROLLA
CLM011A1-6302-007338,FORD,RANGER
CLM011A1-6302-007342,ISUZU,DMAX
CLM011A3-6309-002696,MITSUBISHI,TRITON DOUBLE CAB
CLM011A1-6302-007356,TOYOTA,VIGO
CLM011A3-6309-002707,CHEVROLET,COLORADO C-CAB
CLM011A1-6302-007360,ISUZU,DMAX
CLM011A3-6309-002711,MAZDA,BT-50 2200
CLM011A1-6302-007374,ISUZU,MU-X
CLM011A3-6309-002725,NISSAN,FRONTIER
CLM011A1-6302-007388,HONDA,CIVIC
CLM011A3-6309-002739,TOYOTA,VIGO
CLM011A1-6302-007392,ISUZU,DMAX
CLM011A3-6309-002743,ISUZU,DMAX
CLM011A1-6302-007403,HONDA,CR-V
CLM011A3-6309-002757,HONDA,CITY
CLM011A3-6309-002761,ISUZU,DMAX
CLM011A1-6302-007417,ISUZU,DMAX
CLM011A1-6302-007421,HONDA,HR-V
CLM011A3-6309-002775,HINO,-
CLM011A1-6302-007435,ISUZU,DMAX
CLM011A3-6309-002789,ISUZU,CAMEO
CLM011A3-6309-002793,ISUZU,TRUCK
CLM011A1-6302-007449,ISUZU,DMAX
CLM011A1-6302-007453,CHEVROLET,OPTRA 1.8
CLM011A3-6309-002804,NISSAN,SUNNY
CLM011A1-6302-007467,ISUZU,DMAX
CLM011A3-6309-002818,ISUZU,FTR 33
CLM011A1-6302-007471,TOYOTA,COMMUTER
CLM011A3-6309-002822,HINO,-
CLM011A1-6302-007485,ISUZU,DMAX
